image,artist,school,technique,timeframe,type,technique_macro
31198-93restau1.jpg,PIERO DELLA FRANCESCA,italian,fresco,1451-1500,religious,fresco
13036-crucifix.jpg,Sir Anthony van DYCK,flemish,oil,1601-1650,religious,oil
23575-pendant1.jpg,Nicolaes MAES,dutch,oil,1651-1700,portrait,oil
35718-stormyse.jpg,Jacob Isaackszon van RUISDAEL,dutch,oil,1651-1700,landscape,oil
12440-stream.jpg,Asher Brown DURAND,american,oil,1801-1850,landscape,oil
12256-verso07.jpg,DUCCIO di Buoninsegna,italian,tempera,1301-1350,religious,tempera
23254-02tiver.jpg,Lorenzo LOTTO,italian,oil,1501-1550,religious,oil
40180-port_man.jpg,Giovanni Battista TROTTI,italian,oil,1551-1600,portrait,oil
17821-805goya.jpg,Francisco de GOYA Y LUCIENTES,spanish,oil,1801-1850,portrait,oil
21417-canova.jpg,Johann Baptist II LAMPI,austrian,oil,1801-1850,portrait,oil
09516-massacre.jpg,CORNELIS VAN HAARLEM,dutch,oil,1551-1600,religious,oil
02861-sebastia.jpg,Dirck van BABUREN,dutch,oil,1601-1650,religious,oil
08139-flowers4.jpg,Pieter CASTEELS,flemish,oil,1701-1750,still-life,oil
20746-susanna.jpg,Jacob JORDAENS,flemish,oil,1651-1700,mythological,oil
16456-franc23.jpg,GIOTTO di Bondone,italian,fresco,1301-1350,religious,fresco
28904-poggio1.jpg,Giuseppe del MORO,italian,fresco,1751-1800,interior,fresco
20656-romeview.jpg,Antonio JOLI,italian,oil,1701-1750,landscape,oil
39470-07oldte2.jpg,TINTORETTO,italian,oil,1551-1600,religious,oil
33474-07mythol.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,mythological,oil
34995-17anagni.jpg,Italian ROMANESQUE PAINTER,italian,fresco,1201-1250,religious,fresco
24743-wencesl1.jpg,MASTER of Eggenburg,austrian,oil,1451-1500,religious,oil
08655-071woman.jpg,Jean-Baptiste-Siméon CHARDIN,french,oil,1701-1750,genre,oil
39417-2roch.jpg,TINTORETTO,italian,oil,1551-1600,religious,oil
23248-holy_fam.jpg,Johann Karl LOTH,german,oil,1651-1700,religious,oil
21571-odysseus.jpg,Pieter Pietersz. LASTMAN,dutch,oil,1601-1650,mythological,oil
13119-writer.jpg,Jan II EKELS,dutch,oil,1751-1800,genre,oil
37278-5naples.jpg,SIMONE MARTINI,italian,tempera,1301-1350,religious,tempera
07718-5altar3.jpg,Fra CARNEVALE,italian,tempera,1451-1500,religious,tempera
34716-doges1.jpg,Domenico ROBUSTI,italian,oil,1551-1600,portrait,oil
25333-portrai4.jpg,Agnolo di Domenico MAZZIERE,italian,oil,1451-1500,portrait,oil
30214-2passove.jpg,PALMA GIOVANE,italian,oil,1551-1600,religious,oil
39038-2homer2.jpg,Giovanni Battista TIEPOLO,italian,fresco,1701-1750,mythological,fresco
38354-gonzaga.jpg,Justus SUSTERMANS,flemish,oil,1601-1650,portrait,oil
15804-stillif1.jpg,Jan Pauwel the Younger GILLEMANS,flemish,oil,1651-1700,still-life,oil
39775-02sick.jpg,TIZIANO Vecellio,italian,oil,1501-1550,portrait,oil
20059-04flea.jpg,Gerrit van HONTHORST,dutch,oil,1601-1650,genre,oil
17526-4deposit.jpg,Jan GOSSART,flemish,oil,1501-1550,religious,oil
14563-07dagger.jpg,John Henry FUSELI,swiss,oil,1751-1800,mythological,oil
22580-3rules.jpg,Fra Filippo LIPPI,italian,fresco,1401-1450,religious,fresco
29148-woodedla.jpg,Frederick de MOUCHERON,dutch,oil,1651-1700,landscape,oil
15314-queen_e1.jpg,Marcus the Younger GHEERAERTS,flemish,oil,1551-1600,portrait,oil
26076-22sorrow.jpg,Hans MEMLING,flemish,oil,1451-1500,religious,oil
22444-scenebat.jpg,Johannes LINGELBACH,dutch,oil,1651-1700,genre,oil
20256-singeri3.jpg,Christophe HUET,french,oil,1701-1750,genre,oil
07131-ascensio.jpg,Vincenzo CAMPI,italian,fresco,1551-1600,religious,fresco
42457-woodedla.jpg,Adriaen Hendricksz. VERBOOM,dutch,oil,1651-1700,landscape,oil
34396-couraill.jpg,Hyacinthe RIGAUD,french,oil,1701-1750,portrait,oil
31910-domitill.jpg,POMARANCIO,italian,oil,1551-1600,religious,oil
24979-castell3.jpg,MASTER of the Castello Nativity,italian,tempera,1401-1450,religious,tempera
25171-virgin_c.jpg,MASTER of the Pesaro Crucifix,italian,tempera,1351-1400,religious,tempera
08263-crucifix.jpg,Pietro CAVALLINI,italian,fresco,1251-1300,religious,fresco
06687-wedding0.jpg,Pieter the Younger BRUEGHEL,flemish,oil,1551-1600,genre,oil
41886-vendra09.jpg,Andrea URBANI,italian,fresco,1751-1800,other,fresco
21499-certosa3.jpg,Giovanni LANFRANCO,italian,fresco,1601-1650,religious,fresco
06046-diananym.jpg,Bartholomeus BREENBERGH,dutch,oil,1601-1650,mythological,oil
33426-69newtes.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,religious,oil
19422-stilfrui.jpg,Cornelis de HEEM,dutch,oil,1651-1700,still-life,oil
29222-07nunzia.jpg,Francesco de MURA,italian,fresco,1701-1750,religious,fresco
42924-5ceiling.jpg,Paolo VERONESE,italian,fresco,1551-1600,mythological,fresco
23976-3apse2.jpg,Andrea MANTEGNA,italian,fresco,1451-1500,religious,fresco
36526-girleati.jpg,Godfried SCHALCKEN,dutch,oil,1651-1700,genre,oil
23856-3manet15.jpg,Edouard MANET,french,pastel,1851-1900,portrait,pastel
03618-91birth_v.jpg,Domenico BECCAFUMI,italian,oil,1501-1550,religious,oil
20821-ryberg.jpg,Jens J?rgensen JUEL,danish,oil,1751-1800,portrait,oil
15341-poggio3.jpg,Tommaso GHERARDINI,italian,fresco,1751-1800,mythological,fresco
20458-port_boy.jpg,JACOMETTO VENEZIANO,italian,tempera,1451-1500,portrait,tempera
33538-49portra.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,portrait,oil
15819-horses2.jpg,Sawrey GILPIN,english,oil,1751-1800,landscape,oil
10157-50religi.jpg,Lucas the Elder CRANACH,german,oil,1501-1550,religious,oil
05664-pastora0.jpg,François BOUCHER,french,oil,1701-1750,landscape,oil
33584-126portr.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,portrait,oil
31221-10parto.jpg,PIERO DELLA FRANCESCA,italian,fresco,1451-1500,religious,fresco
15821-spaniel2.jpg,Sawrey GILPIN,english,oil,1751-1800,other,oil
13312-14m_read.jpg,Jan van EYCK,flemish,oil,1401-1450,religious,oil
42088-06jerome.jpg,Giorgio VASARI,italian,oil,1551-1600,religious,oil
23382-05selfpo.jpg,Lorenzo LOTTO,italian,oil,1501-1550,portrait,oil
01024-profport.jpg,Sofonisba ANGUISSOLA,italian,oil,1551-1600,portrait,oil
11313-501delac.jpg,Eug?ne DELACROIX,french,fresco,1801-1850,mythological,fresco
20143-lennox.jpg,John HOPPNER,english,oil,1751-1800,portrait,oil
35565-13infant.jpg,Peter Paul RUBENS,flemish,oil,1601-1650,portrait,oil
38423-1selfpor.jpg,Bertalan SZÉKELY,hungarian,oil,1851-1900,portrait,oil
06314-poppies.jpg,William Blair BRUCE,other,oil,1851-1900,landscape,oil
40875-01nativi.jpg,Flemish UNKNOWN MASTER,flemish,oil,1451-1500,religious,oil
00253-campo.jpg,Francesco ALBOTTO,italian,oil,1701-1750,landscape,oil
16512-1baronce.jpg,GIOTTO di Bondone,italian,tempera,1301-1350,religious,tempera
35085-bears.jpg,Johann Melchior ROOS,german,oil,1701-1750,other,oil
34709-avogadr1.jpg,Domenico ROBUSTI,italian,oil,1551-1600,religious,oil
39534-conradin.jpg,Johann Heinrich the Younger TISCHBEIN,german,oil,1751-1800,historical,oil
16057-00view.jpg,GIOTTO di Bondone,italian,fresco,1301-1350,religious,fresco
20587-travelle.jpg,Franz Christoph JANNECK,austrian,oil,1701-1750,landscape,oil
23150-port_wom.jpg,LORENZO DI CREDI,italian,tempera,1501-1550,portrait,tempera
18693-diana_hu.jpg,Adriaen de GRYEF,flemish,oil,1651-1700,mythological,oil
07121-chesspla.jpg,Giulio CAMPI,italian,oil,1501-1550,genre,oil
21739-palmist1.jpg,Jean-Baptiste LE PRINCE,french,oil,1751-1800,genre,oil
36755-farewell.jpg,Moritz von SCHWIND,austrian,oil,1801-1850,genre,oil
34724-portgent.jpg,Domenico ROBUSTI,italian,oil,1601-1650,portrait,oil
29190-stillif5.jpg,Cristoforo MUNARI,italian,oil,1701-1750,still-life,oil
40145-stillife.jpg,Jan Jansz. TRECK,dutch,oil,1601-1650,still-life,oil
41644-portrai1.jpg,Netherlandish UNKNOWN MASTER,netherlandish,oil,1501-1550,portrait,oil
41983-cardshar.jpg,VALENTIN DE BOULOGNE,french,oil,1601-1650,genre,oil
20979-portfami.jpg,Jan van KESSEL II,flemish,oil,1651-1700,portrait,oil
14354-baptism.jpg,Frans II FRANCKEN,flemish,oil,1601-1650,religious,oil
21845-fraugedo.jpg,Wilhelm LEIBL,german,oil,1851-1900,portrait,oil
18711-1ospeda3.jpg,Jacopo GUARANA,italian,fresco,1751-1800,mythological,fresco
29758-houswife.jpg,Willem van ODEKERKEN,dutch,oil,1601-1650,genre,oil
27145-bacchant.jpg,Heroman van der MIJN,dutch,oil,1701-1750,mythological,oil
03530-olindo.jpg,Lubin BAUGIN,french,oil,1601-1650,mythological,oil
23915-cainabel.jpg,Bartolomeo MANFREDI,italian,oil,1601-1650,religious,oil
38282-stcosmas.jpg,Zanobi STROZZI,italian,tempera,1451-1500,religious,tempera
18802-3tobias.jpg,Gianantonio GUARDI,italian,oil,1701-1750,religious,oil
36777-portma32.jpg,Jan van SCOREL,dutch,oil,1501-1550,portrait,oil
15852-study2.jpg,Luca GIORDANO,italian,oil,1651-1700,religious,oil
35848-marine.jpg,Salomon van RUYSDAEL,dutch,oil,1601-1650,landscape,oil
16059-02ascens.jpg,GIOTTO di Bondone,italian,fresco,1301-1350,religious,fresco
40330-family2.jpg,Laurits Regner TUXEN,danish,oil,1851-1900,portrait,oil
34902-11austri.jpg,Austrian ROMANESQUE PAINTER,austrian,fresco,1201-1250,religious,fresco
42735-hunting1.jpg,Horace VERNET,french,oil,1801-1850,landscape,oil
19353-ital_wom.jpg,Hortense HAUDEBOURT-LESCOT,french,oil,1801-1850,genre,oil
32486-lastjudg.jpg,Camillo PROCACCINI,italian,fresco,1551-1600,religious,fresco
30473-butcher.jpg,Bartolomeo PASSEROTTI,italian,oil,1551-1600,genre,oil
04591-tobias1.jpg,Giovanni BILIVERT,italian,oil,1601-1650,religious,oil
33422-65newtes.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,religious,oil
21151-man_inte.jpg,Isaack KOEDIJCK,dutch,oil,1601-1650,interior,oil
04794-1christ.jpg,Pieter de BLOOT,dutch,oil,1601-1650,religious,oil
33978-magdalen.jpg,Guido RENI,italian,oil,1601-1650,religious,oil
36523-candleli.jpg,Godfried SCHALCKEN,dutch,oil,1651-1700,genre,oil
16911-diptych2.jpg,Hugo van der GOES,flemish,oil,1451-1500,religious,oil
40273-stjerome.jpg,Cosm? TURA,italian,oil,1451-1500,religious,oil
12363-tivoli2.jpg,Gaspard DUGHET,french,oil,1651-1700,landscape,oil
27047-ceres.jpg,Jan MIEL,flemish,oil,1601-1650,mythological,oil
04209-dominic.jpg,Bartolomé BERMEJO,spanish,oil,1451-1500,religious,oil
24764-blessing.jpg,MASTER of Flémalle,flemish,oil,1401-1450,religious,oil
33014-15farnes.jpg,RAFFAELLO Sanzio,italian,fresco,1501-1550,mythological,fresco
04713-christ_c.jpg,Herri met de BLES,flemish,oil,1501-1550,religious,oil
20056-03oldwom.jpg,Gerrit van HONTHORST,dutch,oil,1601-1650,genre,oil
24904-christ2.jpg,MASTER of St Francis,italian,fresco,1251-1300,religious,fresco
24558-madchild.jpg,MASOLINO da Panicale,italian,tempera,1401-1450,religious,tempera
26525-4paul1.jpg,MICHELANGELO Buonarroti,italian,fresco,1501-1550,religious,fresco
12580-4fugger.jpg,Albrecht DÜRER,german,tempera,1501-1550,portrait,tempera
00067-ark2.jpg,Luigi ADEMOLLO,italian,fresco,1801-1850,religious,fresco
38573-interior.jpg,David the Younger TENIERS,flemish,oil,1651-1700,interior,oil
32951-07folig.jpg,RAFFAELLO Sanzio,italian,oil,1501-1550,religious,oil
09109-marine4.jpg,John the Elder CLEVELEY,english,oil,1701-1750,historical,oil
03709-napoleon.jpg,Hippolyte BELLANGÉ,french,oil,1801-1850,historical,oil
22640-07madonn.jpg,Fra Filippo LIPPI,italian,tempera,1401-1450,religious,tempera
30795-lastsupp.jpg,Pietro PERUGINO,italian,fresco,1451-1500,religious,fresco
24272-life3.jpg,MARIOTTO DI NARDO,italian,tempera,1401-1450,religious,tempera
41330-042voto.jpg,Italian UNKNOWN MASTER,italian,tempera,1251-1300,religious,tempera
00118-fatkitch.jpg,Pieter AERTSEN,netherlandish,oil,1501-1550,mythological,oil
13440-countess.jpg,François-Xavier FABRE,french,oil,1751-1800,portrait,oil
10946-milksoux.jpg,Gerard DAVID,flemish,oil,1501-1550,religious,oil
33648-07landsc.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,landscape,oil
07195-canal311.jpg,CANALETTO,italian,oil,1701-1750,landscape,oil
17771-502goya.jpg,Francisco de GOYA Y LUCIENTES,spanish,oil,1801-1850,other,oil
06223-man_lute.jpg,Agnolo BRONZINO,italian,oil,1501-1550,portrait,oil
26264-03menzel.jpg,Adolph von MENZEL,german,oil,1851-1900,other,oil
15875-medici02.jpg,Luca GIORDANO,italian,fresco,1651-1700,interior,fresco
37899-burgher.jpg,Jan STEEN,dutch,oil,1651-1700,portrait,oil
06096-ledaswan.jpg,Andrea del BRESCIANINO,italian,oil,1501-1550,mythological,oil
11594-moses.jpg,Carlo DOLCI,italian,oil,1601-1650,portrait,oil
36761-hercules.jpg,Lorenzo dello SCIORINA,italian,fresco,1551-1600,mythological,fresco
29200-10munkac.jpg,Mihály MUNKÁCSY,hungarian,oil,1851-1900,landscape,oil
22435-dancing.jpg,Johannes LINGELBACH,dutch,oil,1651-1700,genre,oil
34979-02formis.jpg,Italian ROMANESQUE PAINTER,italian,fresco,1051-1100,religious,fresco
31508-este.jpg,PISANELLO,italian,tempera,1401-1450,portrait,tempera
13042-hermann.jpg,Sir Anthony van DYCK,flemish,oil,1601-1650,religious,oil
41092-01winged.jpg,German UNKNOWN MASTER,german,tempera,1301-1350,religious,tempera
43617-allegory.jpg,Sebastian VRANCX,flemish,oil,1601-1650,mythological,oil
10970-111david.jpg,Jacques-Louis DAVID,french,oil,1801-1850,portrait,oil
08452-mad_lamb.jpg,CESARE da Sesto,italian,oil,1501-1550,religious,oil
24236-rialto.jpg,Michele MARIESCHI,italian,oil,1701-1750,landscape,oil
29654-embankme.jpg,Giuseppe de NITTIS,italian,oil,1851-1900,landscape,oil
33305-stillife.jpg,Giovan Battista RECCO,italian,oil,1601-1650,still-life,oil
07793-05birth.jpg,Vittore CARPACCIO,italian,tempera,1501-1550,religious,tempera
41647-stjerome.jpg,Netherlandish UNKNOWN MASTER,netherlandish,oil,1501-1550,religious,oil
09145-king_frb.jpg,François CLOUET,french,watercolour,1551-1600,portrait,watercolour
35686-dense.jpg,Jacob Isaackszon van RUISDAEL,dutch,oil,1651-1700,landscape,oil
40439-virgin1.jpg,UGOLINO DI NERIO,italian,tempera,1301-1350,religious,tempera
06665-peasantw.jpg,Pieter the Younger BRUEGHEL,flemish,oil,1551-1600,genre,oil
30666-trinity.jpg,Antonio de PEREDA,spanish,oil,1601-1650,religious,oil
06237-z_pope2.jpg,Agnolo BRONZINO,italian,oil,1501-1550,portrait,oil
18078-2wall3.jpg,Benozzo GOZZOLI,italian,fresco,1451-1500,religious,fresco
21477-agatha.jpg,Giovanni LANFRANCO,italian,oil,1601-1650,religious,oil
09349-stcecili.jpg,Sebastiano CONCA,italian,oil,1701-1750,religious,oil
30098-princes.jpg,Hendrick Ambrosius PACKX,dutch,oil,1601-1650,portrait,oil
19245-stillif4.jpg,Juan van der HAMEN,spanish,oil,1601-1650,still-life,oil
37861-stilllif2.jpg,Giovanni STANCHI,italian,oil,1601-1650,still-life,oil
20520-3r1_main.jpg,JACOPO DI CIONE,italian,tempera,1351-1400,religious,tempera
23351-12angel.jpg,Lorenzo LOTTO,italian,oil,1501-1550,religious,oil
43714-son_dog.jpg,Fedinand Georg WALDMÜLLER,austrian,oil,1801-1850,portrait,oil
21674-turenne.jpg,Charles LE BRUN,french,oil,1651-1700,portrait,oil
29757-landscap.jpg,James Arthur O'CONNOR,irish,oil,1801-1850,landscape,oil
07308-brigue.jpg,Giovanni CANAVESIO,italian,fresco,1451-1500,religious,fresco
31778-mirafish.jpg,Johann Georg PLATZER,austrian,oil,1701-1750,religious,oil
38540-port_pla.jpg,Abraham van den TEMPEL,dutch,oil,1651-1700,portrait,oil
33890-05noremb.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,portrait,oil
43925-wise_men.jpg,Benjamin WEST,american,oil,1751-1800,mythological,oil
38239-joseph.jpg,Bernardo STROZZI,italian,oil,1601-1650,religious,oil
39302-04ceilin.jpg,TINTORETTO,italian,oil,1551-1600,mythological,oil
05981-landsca2.jpg,Domenico BRANDI,italian,oil,1701-1750,landscape,oil
21852-morning2.jpg,Felix Ivo LEICHER,austrian,oil,1751-1800,genre,oil
33907-22noremb.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,portrait,oil
12048-nocturn4.jpg,Gerrit DOU,dutch,oil,1651-1700,genre,oil
17928-viewnijm.jpg,Jan van GOYEN,dutch,oil,1601-1650,landscape,oil
33512-17portra.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,portrait,oil
03608-71rebel.jpg,Domenico BECCAFUMI,italian,oil,1501-1550,religious,oil
02995-madonna.jpg,Alessio BALDOVINETTI,italian,tempera,1451-1500,religious,tempera
17810-714goya.jpg,Francisco de GOYA Y LUCIENTES,spanish,oil,1801-1850,historical,oil
24633-virgin5.jpg,Quentin MASSYS,flemish,oil,1451-1500,religious,oil
37521-mystic_m.jpg,Il SODOMA,italian,oil,1501-1550,religious,oil
09418-leisure.jpg,Pierre Olivier Joseph COOMANS,belgian,oil,1851-1900,genre,oil
03504-hercule1.jpg,Pompeo BATONI,italian,oil,1751-1800,mythological,oil
42221-0207vela.jpg,Diego Rodriguez de Silva y VELÁZQUEZ,spanish,oil,1601-1650,portrait,oil
24374-c_attack.jpg,Jean-Baptiste MARTIN,french,oil,1651-1700,landscape,oil
28392-stjerome.jpg,Pier Francesco MOLA,italian,oil,1601-1650,religious,oil
29960-interior.jpg,Isaack van OSTADE,dutch,oil,1601-1650,interior,oil
35289-sleeping.jpg,Pietro Antonio ROTARI,italian,oil,1701-1750,genre,oil
14352-art_rooz.jpg,Frans II FRANCKEN,flemish,oil,1601-1650,interior,oil
30793-galitziz.jpg,Pietro PERUGINO,italian,tempera,1451-1500,religious,tempera
10053-stillif1.jpg,Laurens CRAEN,dutch,oil,1651-1700,still-life,oil
08668-01soap_b.jpg,Jean-Baptiste-Siméon CHARDIN,french,oil,1701-1750,genre,oil
08441-portrai1.jpg,Giacomo CERUTI,italian,oil,1701-1750,portrait,oil
08499-13early.jpg,Paul CÉZANNE,french,oil,1851-1900,other,oil
40765-08icon.jpg,Russian UNKNOWN ICON PAINTER,russian,tempera,1501-1550,religious,tempera
31451-2music.jpg,PINTURICCHIO,italian,fresco,1451-1500,mythological,fresco
39529-saltykov.jpg,Johann Friedrich August TISCHBEIN,german,oil,1751-1800,portrait,oil
18763-guard305.jpg,Francesco GUARDI,italian,oil,1751-1800,landscape,oil
13628-05ferenc.jpg,Károly FERENCZY,hungarian,oil,1851-1900,portrait,oil
33995-7cappell.jpg,Guido RENI,italian,fresco,1601-1650,religious,fresco
09074-nimrod.jpg,Hendrick van III CLEVE,flemish,oil,1551-1600,landscape,oil
19058-rambler.jpg,Philip Leslie HALE,american,oil,1851-1900,landscape,oil
42669-manglove.jpg,Jan Cornelisz. VERMEYEN,dutch,oil,1501-1550,portrait,oil
23379-03gloves.jpg,Lorenzo LOTTO,italian,oil,1501-1550,portrait,oil
35694-thicket.jpg,Jacob Isaackszon van RUISDAEL,dutch,oil,1651-1700,landscape,oil
44148-geesduck.jpg,Dirck WIJNTRACK,dutch,oil,1651-1700,landscape,oil
29893-mourning.jpg,ORTOLANO,italian,oil,1501-1550,religious,oil
35967-hunter.jpg,Herman SAFTLEVEN,dutch,oil,1601-1650,landscape,oil
41400-14speter.jpg,Italian UNKNOWN MASTER,italian,fresco,1301-1350,religious,fresco
26549-1chapel1.jpg,MICHELANGELO Buonarroti,italian,fresco,1501-1550,interior,fresco
06642-virgin_c.jpg,Jan the Younger BRUEGHEL,flemish,oil,1601-1650,religious,oil
33027-05aragon.jpg,RAFFAELLO Sanzio,italian,oil,1501-1550,portrait,oil
04750-parable.jpg,Abraham BLOEMAERT,dutch,oil,1601-1650,landscape,oil
06012-port_yw.jpg,Jan de BRAY,dutch,oil,1651-1700,portrait,oil
16506-12stefan.jpg,GIOTTO di Bondone,italian,tempera,1301-1350,religious,tempera
30595-muciussc.jpg,Giovanni Antonio PELLEGRINI,italian,oil,1701-1750,historical,oil
09208-stillif2.jpg,Francesco CODINO,italian,oil,1601-1650,still-life,oil
39631-3emmaus.jpg,TIZIANO Vecellio,italian,oil,1501-1550,religious,oil
42337-the_farm.jpg,Adriaen van de VELDE,dutch,oil,1651-1700,landscape,oil
34823-s_andrew.jpg,Juan de las ROELAS,spanish,oil,1601-1650,religious,oil
29158-stormysea.jpg,Pieter the Elder MULIER,dutch,oil,1601-1650,landscape,oil
44189-suitor.jpg,Florent Joseph Marie WILLEMS,belgian,oil,1851-1900,genre,oil
09250-interior.jpg,Johannes COESERMANS,dutch,drawing,1651-1700,interior,drawing
15807-2coaches.jpg,Claude GILLOT,french,oil,1701-1750,genre,oil
08816-harvest.jpg,Guglielmo CIARDI,italian,oil,1851-1900,landscape,oil
20085-12hooch.jpg,Pieter de HOOCH,dutch,oil,1651-1700,genre,oil
15440-1cercin1.jpg,Domenico GHIRLANDAIO,italian,fresco,1451-1500,religious,fresco
33896-11noremb.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,portrait,oil
29887-sebastia.jpg,Pedro ORRENTE,spanish,oil,1601-1650,religious,oil
32521-virgin_c.jpg,Jan PROVOST,flemish,oil,1501-1550,religious,oil
42526-portra_2.jpg,Johannes I VERKOLJE,dutch,oil,1651-1700,portrait,oil
36466-venetian.jpg,Giovanni Girolamo SAVOLDO,italian,oil,1501-1550,portrait,oil
30781-agostino.jpg,Pietro PERUGINO,italian,oil,1451-1500,religious,oil
23005-ador_mag.jpg,Theodoor LOON van,flemish,oil,1601-1650,religious,oil
04218-peretang.jpg,Émile BERNARD,french,oil,1851-1900,portrait,oil
08725-medea.jpg,Théodore CHASSÉRIAU,french,oil,1801-1850,mythological,oil
33446-10oldtes.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,historical,oil
15137-virgin_c.jpg,Girolamo GENGA,italian,oil,1501-1550,religious,oil
11479-tabley.jpg,Anthony DEVIS,english,oil,1751-1800,landscape,oil
17792-611goya.jpg,Francisco de GOYA Y LUCIENTES,spanish,oil,1801-1850,portrait,oil
32936-4donati.jpg,RAFFAELLO Sanzio,italian,fresco,1501-1550,religious,fresco
38853-adoratio.jpg,Pellegrino TIBALDI,italian,oil,1551-1600,religious,oil
22951-15scene.jpg,Pietro LONGHI,italian,oil,1701-1750,genre,oil
04204-christ_l.jpg,Bartolomé BERMEJO,spanish,tempera,1451-1500,religious,tempera
39660-08crucif.jpg,TIZIANO Vecellio,italian,oil,1501-1550,religious,oil
21485-madsaint.jpg,Giovanni LANFRANCO,italian,oil,1601-1650,religious,oil
36772-magdalen.jpg,Jan van SCOREL,dutch,oil,1501-1550,religious,oil
25373-bedouins.jpg,Adolf von MECKEL,german,oil,1851-1900,landscape,oil
31974-12medici.jpg,Jacopo PONTORMO,italian,oil,1501-1550,portrait,oil
23010-sonnblic.jpg,Friedrich LOOS,austrian,oil,1801-1850,landscape,oil
30145-officer.jpg,Anthonie PALAMEDESZ.,dutch,oil,1601-1650,genre,oil
29149-woodland.jpg,Frederick de MOUCHERON,dutch,oil,1651-1700,landscape,oil
23962-1james07.jpg,Andrea MANTEGNA,italian,fresco,1451-1500,religious,fresco
34273-susanna.jpg,Sebastiano RICCI,italian,oil,1701-1750,mythological,oil
37203-1madonna.jpg,SIMONE MARTINI,italian,tempera,1301-1350,religious,tempera
22808-hamletch.jpg,Gustave LOISEAU,french,oil,1851-1900,landscape,oil
39816-14venier.jpg,TIZIANO Vecellio,italian,oil,1501-1550,portrait,oil
31015-theresa.jpg,Giovanni Battista PIAZZETTA,italian,oil,1701-1750,religious,oil
05078-madonna.jpg,Paris BORDONE,italian,oil,1501-1550,religious,oil
05399-mus_sox.jpg,Abraham BOSSE,french,oil,1601-1650,mythological,oil
07643-stigmata.jpg,Vicente CARDUCHO,spanish,oil,1601-1650,religious,oil
44507-portlady.jpg,Bernardino di Bosio ZAGANELLI,italian,oil,1451-1500,portrait,oil
28819-allegory.jpg,Paulus MOREELSE,dutch,oil,1601-1650,mythological,oil
43311-triptych.jpg,VITALE DA BOLOGNA,italian,tempera,1301-1350,religious,tempera
08820-fallman.jpg,Carlo CIGNANI,italian,oil,1651-1700,religious,oil
44344-hounds.jpg,John WOOTTON,english,oil,1701-1750,other,oil
40105-crucifix.jpg,Nicolas TOURNIER,french,oil,1601-1650,religious,oil
22783-mercury.jpg,Andrea LOCATELLI,italian,oil,1701-1750,mythological,oil
26671-00_1pe1.jpg,MICHELANGELO Buonarroti,italian,fresco,1501-1550,religious,fresco
23306-12cather.jpg,Lorenzo LOTTO,italian,oil,1501-1550,religious,oil
07892-marsyas.jpg,Giulio CARPIONI,italian,oil,1601-1650,mythological,oil
06826-landscap.jpg,Willem van den BUNDEL,flemish,oil,1601-1650,landscape,oil
00667-assumpt.jpg,ANDREA DEL SARTO,italian,oil,1501-1550,religious,oil
18526-2summer2.jpg,Abel GRIMMER,flemish,oil,1601-1650,mythological,oil
23877-4manet15.jpg,Edouard MANET,french,pastel,1851-1900,genre,pastel
40331-malenude.jpg,Laurits Regner TUXEN,danish,oil,1851-1900,genre,oil
36904-parting.jpg,Giovanni SERODINE,italian,oil,1601-1650,religious,oil
39120-figures.jpg,Giovanni Domenico TIEPOLO,italian,fresco,1751-1800,mythological,fresco
16577-returnma.jpg,GIOVANNI DA MODENA,italian,fresco,1401-1450,religious,fresco
19063-rest_fli.jpg,Noël HALLÉ,french,oil,1751-1800,religious,oil
38863-01udine.jpg,Giovanni Battista TIEPOLO,italian,fresco,1701-1750,interior,fresco
08763-lyingin2.jpg,Daniel Nikolaus CHODOWIECKI,polish,oil,1751-1800,genre,oil
31313-adoratio.jpg,PIETRO DI GIOVANNI D'AMBROGIO,italian,tempera,1401-1450,religious,tempera
21509-lot_daug.jpg,Giovanni Battista LANGETTI,italian,oil,1651-1700,mythological,oil
28450-riders.jpg,Pieter de MOLYN,dutch,oil,1601-1650,genre,oil
29937-cutting.jpg,Adriaen Jansz. van OSTADE,dutch,oil,1651-1700,genre,oil
31506-michael.jpg,Alvaro PIREZ D'ÉVORA,portuguese,tempera,1401-1450,religious,tempera
37789-1south3.jpg,SPINELLO ARETINO,italian,fresco,1351-1400,religious,fresco
39689-10pieta.jpg,TIZIANO Vecellio,italian,oil,1501-1550,religious,oil
37667-stilrose.jpg,Joris van SON,flemish,oil,1651-1700,still-life,oil
37524-1confirm.jpg,Il SODOMA,italian,fresco,1501-1550,religious,fresco
